pool_id,avg_daily_volume_change_per_swap,mean_close,mean_feesusd,mean_high,mean_low,mean_open,mean_tick,mean_wethTokenprice,mean_otherTokenprice,mean_totalvaluelockedusd,mean_txcount,mean_volumewethToken,mean_volumeotherToken,mean_volumeusd,variance_close,variance_feesusd,variance_high,variance_low,variance_open,variance_tick,variance_wethTokenprice,variance_otherTokenprice,variance_totalvaluelockedusd,variance_txcount,variance_volumewethToken,variance_volumeotherToken,variance_volumeusd,rugpull,mean_wethToken_x,mean_otherToken_x,mean_amountusd_x,mean_logindex_x,mean_ticklower_x,mean_tickupper_x,variance_wethToken_x,variance_otherToken_x,variance_amountusd_x,variance_logindex_x,variance_ticklower_x,variance_tickupper_x,mean_wethToken_y,mean_otherToken_y,mean_amountusd_y,mean_logindex_y,mean_ticklower_y,mean_tickupper_y,variance_wethToken_y,variance_otherToken_y,variance_amountusd_y,variance_logindex_y,variance_ticklower_y,variance_tickupper_y
0x000c0d31f6b7cecde4645eef0c4ec6a492659d62,-238.25468533978525,39352.70773522647,526.0903118694309,2.2683785769355016e+37,2.082784963522333e-05,1.1341892884677508e+37,185303.56666666668,2.202030935354e-05,44980.62160093449,22589.423874536744,84.46666666666667,31.106065591211088,815385.8758039352,52609.031186943095,338912777.1613966,4029968.721720166,7.452163360986106e+75,4.107532867486378e-11,3.859156026224949e+75,56643555850.18507,5.3677879006525575e-11,175874143.06534892,177508297.2456292,81201.08505747124,14547.69180285584,8984483380710.586,40299687217.20168,False,1.202933714224376,48324.17887354556,2041.237649227044,221.5857142857143,76148.57142857143,118802.85714285714,2.603314756151505,7538054251.19333,7463048.869501572,19284.97080745342,14466161954.45135,8691230716.356108,1.5069679647502483,54325.88509611973,2553.530357815473,235.38333333333333,70506.66666666667,120800.0,10.596522619270358,9533186695.930052,30154745.79659384,11146.27429378531,17616442666.666664,10135704406.77966
0x000ea4a83acefdd62b1b43e9ccc281f442651520,-125.10057609172216,38.89388541569057,39.8909172227059,9.373465193948353e+35,2336.5234266993098,9.373465193948353e+35,-74334.97245179063,0.0004906514473568,2395.0945791698205,23225.80601419045,6.823691460055096,3.4700799889018006,13318.586772208637,13296.972407568634,117811.60796149098,291966.9956840851,3.1893851456404536e+74,891699.7319480174,3.1893851456404536e+74,2577856591.850068,3.7344766084162576e-08,910371.1651862687,64524740273.94825,90.37766920840753,2088.7607401707864,32480817535.862595,32440777298.231693,False,24.52030338359045,2435.2095387784093,93794.26159501771,244.72413793103448,-82237.24137931035,-72422.06896551725,15243.718314094516,39953532.816997625,236356571661.24805,31625.849753694587,49131363.54679803,34008809.85221675,33.74540885671899,3867.532762010775,125686.442197639,263.1428571428572,-82771.42857142857,-72920.0,21014.706918815493,73675458.21128327,308833620317.5021,12541.42857142857,48359382.85714287,46059600.0
0x0025ade782cc2b2415d1e841a8d52ff5dce33dfe,-1507.2056462804678,4930589.711172559,59.64637011441813,3.105088303686274e-07,2.786997135980392e-07,3.015520579362745e-07,152633.60784313726,2.876540460156863e-07,5979833.358498669,114409.34489595077,15.34313725490196,7.816347277402087,28790684.402474355,19882.12337147272,47292583870181.92,141119.9381782542,2.9187828775088435e-14,2.3440645530274888e-14,2.4884883567325323e-14,51864621.03280916,2.4016791436117585e-14,58866986172072.44,4633641351.128389,5132.801883129488,2352.630776558554,4.463396618456602e+16,15679993130.91713,False,5.217393881048218,283333333.3333333,13474.494119266505,68.0,-10980.0,158280.0,74.67797483861057,5.5833333333333336e+16,498348081.1866496,912.0,0.0,503884800.0,1.8710524131388264,13133721.72624518,5359.800201395539,285.55555555555554,-10980.0,179880.0,37.677600236682,707808962705052.5,296031579.77663416,24983.256410256414,0.0,155041476.92307693
0x0068bb604413dfee5c453907bb150d0312a0f257,-201.59849204857383,4765.162582262639,0.7131086192530033,79016.76434317844,77023.07181062778,78172.09346692571,25752.68421052632,1.342957096230263e-05,77762.55269756634,7719.697894381249,1.631578947368421,0.4103114018125089,28897.762402537977,1426.2172385060069,424542355.0826229,0.3532513807093786,234726477.84214863,257223150.16435304,251422061.46810883,4469048.330014224,8.707738191950456e-12,247507873.14410323,35000031.36738965,0.833570412517781,0.1232566133823936,416467749.3417328,1413005.522837514,False,0.3999999999999999,170504.10230555903,1046.2732512886007,232.5,130120.0,145095.0,0.3199999999999999,1754721537.7919989,2189375.4327240386,4140.5,22936536200.0,26512136450.0,0.0,100062.18930959627,0.0,329.0,130120.0,145095.0,0.0,20024883458.858967,0.0,35912.0,22936536200.0,26512136450.0
0x0073ce82d9a8ffa9b695cca63cd3993c3eaef4dc,-1358.8658247729222,4087736.792848234,266.2067545551764,38000935.7558774,33145257.52456305,34343697.545267455,-173720.0,3.09799348e-08,36617312.94053602,12023.940103038742,52.7,14.668428593289224,93813414.30560806,26620.67545551765,167095920876049.06,680192.3450852914,18953125089170.52,186634469292292.9,119056620951117.66,13391892.666666666,3.04066647498016e-16,74220664763565.1,16298071.969422642,23777.56666666667,2065.7767208037203,7.625928444671869e+16,6801923450.852914,False,2.439009396740586,171296427.1743046,4445.89901360151,462.5,-529400.0,407200.0,8.727920519340936,2.3910656971967824e+16,28965922.46067847,40.5,256041680000.0,460800000000.0,1.192879514403579,51324868.676993065,2290.055856660812,414.0,-648666.6666666666,567200.0,3.752031197577588,7196837103806892.0,13259837.205714049,19762.0,136555562666.66666,245760000000.0
0x00a151b39b43f6a79366f9129222b9370e30a702,-496.9779729692574,466234934309.6915,27.938678117034208,11031999323716.602,10083628166409.129,10481126664902.234,-299333.65625,1.0596250000000001e-13,10529074325319.662,7995.772267096796,3.53125,0.8695861046665635,6746821815070.969,2793.867811703421,6.956000447064397e+24,2086.925986638838,1.2395747793833632e+25,1.3471878873759207e+25,1.228002200084315e+25,11378982.684475806,1.4355456451612904e-27,1.193486729429543e+25,83884045.12758833,27.93447580645161,1.9873296418935475,1.007191375048822e+26,20869259.866388384,False,1.0243732045196794,8107405824339.365,3476.91864339801,373.2857142857143,-302171.4285714286,-186942.8571428572,0.3226239896820647,3.434032061824071e+25,3807042.272751629,47041.90476190476,6112380.952380952,32189609523.809525,0.6912596526959305,8861073762397.11,2376.897046954833,261.85714285714283,-302457.14285714284,-187228.57142857145,0.5502569777281573,4.747403667852174e+25,6803614.689842123,13157.809523809525,5769523.80952381,32256885714.28572
0x00bdbb8a65a0a1fc7a5488f47aadc611732705e8,-272.2236152269523,980.0344360535796,22.914589959028767,26122.99096237225,24603.96179496434,25132.67435196445,-100337.5294117647,5.0770067610435286e-05,25811.07101568461,19027.914519330465,4.0588235294117645,1.2220493589426678,26608.20393522258,2291.4589959028767,48983837.151736505,591.1538387322174,145425253.55020997,148718424.92696774,144412472.00641742,28294584.57411765,8.362391283475116e-10,143519542.51498145,147706543.39576447,10.896470588235292,1.7015414227311672,664047707.8012099,5911538.387322174,False,2.6849833333333333,61992.23032052282,4883.972621377584,307.1666666666667,-108200.0,-65000.0,9.637664201666666,6519157983.547956,31899594.02429376,33719.36666666667,0.0,0.0,0.0002045074209111,395357.01358741656,0.3337431967822094,251.5,-108200.0,-65000.0,8.364657041546055e-08,312614336385.52136,0.222769042796817,684.5,0.0,0.0
0x00c07a7e77c9ffa6e0e3c58790e0dcb81cef89e1,-127.83315744764602,172.36168599321917,19.31235897442164,4336.329284304122,4024.107241258933,4222.0576904576255,-82944.70689655172,0.0002597822011584,4180.793998753917,25896.3403583314,4.982758620689655,0.957489193168664,5121.578242605989,1931.235897442164,925540.261415534,1164.374165917313,2028726.2395182336,1448786.2413048707,1798726.8650559182,8430300.947670901,4.604008129288479e-09,1809857.294489029,99554580.36965664,34.894434361766486,2.856353307469756,81251565.15997487,11643741.659173127,False,0.4310153946488013,5549.098591707227,800.7310763272023,180.4,-88920.0,-81200.0,0.3786059367090997,24256369.030961502,1256575.7708021607,17930.800000000003,10752000.0,14160000.0,0.2788691414282231,1138.6568153870794,603.7054474384271,70.5,-86200.0,-78800.0,0.0598471243423833,1135382.710834295,225262.7423459379,2380.5,11520000.0,35280000.0
0x00c6a247a868dee7e84d16eba22d1ab903108a44,-2467.4612302586665,0.015655976770005,74.36706936628583,6.645640362115727e+36,2.6582561448462908e+36,2.6582561448462908e+36,-55504.51171875,0.015681317828237,5.3165122896925816e+36,376166.78195933934,7.482421875,10.257008208579286,507.5681617737286,24789.02312209528,5.3054043362889645e-05,18346.50779230869,2.2213983669791048e+75,8.991795780281954e+74,8.991795780281954e+74,11020295072.070316,5.258780317722628e-05,1.7841988477409859e+75,371787584458.1637,144.6141718138454,336.2835403094372,947885.3017635464,2038500865.8120768,False,32.14322607660853,1120.6393062669476,128216.81392298757,210.11111111111111,-138940.0,67120.0,7964.999282949781,9109646.304886058,135340321806.88477,12203.361111111111,78775393500.0,94594170600.0,1.6262646438982884,2087.088752526105,3767.872679907085,313.45454545454544,-43254.545454545456,-32378.18181818182,7.218619278358444,16845424.648166593,35328025.560172334,38802.47272727273,21230247.272727277,19201876.36363636
0x00d2881608d3e960d389c3421b4bfcf683a1798d,-9545.868716717105,6.273488874695e-05,14.358543802966762,131950.8254604186,15940.136381510089,37288.252753759465,-96771.5,6.273488874695e-05,15940.136381510089,15932.743434627984,18.0,2.601869597486044,144138.77952716636,4786.181267655589,2.1114838307924203e-14,410.0562430055921,26929076222.825844,1363.1811163145455,913714874.2737094,544.5,2.1114838307924203e-14,1363.1811163145455,130845.3488948809,578.0,13.466696455914768,41487860791.77498,45561804.77839914,True,0.5379664569687039,138765.0,991.0735583290036,154.5,-452610.0,437610.0,0.5788158176469208,33922310450.0,1964453.5960378256,5304.5,377771704200.0,404298304200.0,0.0,8530.0,0.0,177.0,-18000.0,-12000.0,0.0,0.0,0.0,0.0,0.0,0.0
